query,platform,Unnamed: 2,label
"medico hospital kurnool from Guntakal distance14 Sept 2025, 19:37:37 GMT+05:30",Google Search,,2
"restaurants in nandyal with good ambience14 Sept 2025, 15:05:55 GMT+05:30",Google Search,,2
"THE KITCHEN GARDEN14 Sept 2025, 15:05:11 GMT+05:30",Google Search,,2
"star garden family restaurant nandyal ambians14 Sept 2025, 15:04:58 GMT+05:30",Google Search,,2
"star garden family restaurant nandyal14 Sept 2025, 15:04:35 GMT+05:30",Google Search,,2
"ananthapur14 Sept 2025, 10:45:09 GMT+05:30",Google Search,,2
"symentax13 Sept 2025, 21:18:25 GMT+05:30",Google Search,,2
"android studio download13 Sept 2025, 18:52:07 GMT+05:30",Google Search,,2
"postman download13 Sept 2025, 17:56:35 GMT+05:30",Google Search,,2
"mongodb atlas13 Sept 2025, 16:34:58 GMT+05:30",Google Search,,2
"node.js download13 Sept 2025, 16:25:59 GMT+05:30",Google Search,,2
"Smart queue website code download github13 Sept 2025, 16:09:18 GMT+05:30",Google Search,,0
"Smart queue website code download13 Sept 2025, 16:08:15 GMT+05:30",Google Search,,0
"smart queue website code13 Sept 2025, 15:59:53 GMT+05:30",Google Search,,0
"laptop software download13 Sept 2025, 11:50:20 GMT+05:30",Google Search,,0
"is cheruvu katta near for saisa vali dargah nandyal13 Sept 2025, 10:07:15 GMT+05:30",Google Search,,0
"nandyal  saisa vali dargah from rgm college distance13 Sept 2025, 10:04:41 GMT+05:30",Google Search,,0
"nandyal dargah from rgm college distance13 Sept 2025, 10:04:24 GMT+05:30",Google Search,,2
"nandyal outing places13 Sept 2025, 09:43:40 GMT+05:30",Google Search,,2
"uipath academy13 Sept 2025, 09:16:33 GMT+05:30",Google Search,,2
"file:///C:/Users/navee/Downloads/Automation%20Developer%20Associate%20Training%20(v2023.10)_Afreen%20Shaik%20_en-US_diploma.pdf13 Sept 2025, 08:01:43 GMT+05:30",Google Search,,0
"uipath academy13 Sept 2025, 07:57:46 GMT+05:30",Google Search,,2
"ECE FULL FORM12 Sept 2025, 22:32:43 GMT+05:30",Google Search,,2
"pdf to word converter12 Sept 2025, 22:31:34 GMT+05:30",Google Search,,2
"PDF TO WORD CONVERTER12 Sept 2025, 22:29:16 GMT+05:30",Google Search,,2
"Ece full form12 Sept 2025, 21:47:00 GMT+05:30",Google Search,,2
"convert pdf to doc12 Sept 2025, 21:39:47 GMT+05:30",Google Search,,2
"krish naik udemy12 Sept 2025, 20:38:42 GMT+05:30",Google Search,,0
"hotel ashoka paradise photos12 Sept 2025, 18:33:10 GMT+05:30",Google Search,,2
"ashoka paradise12 Sept 2025, 18:32:39 GMT+05:30",Google Search,,2
"CALENDAR12 Sept 2025, 13:23:53 GMT+05:30",Google Search,,2
"convert into word12 Sept 2025, 12:38:29 GMT+05:30",Google Search,,2
"speed test11 Sept 2025, 21:55:45 GMT+05:30",Google Search,,2
"Indian time11 Sept 2025, 10:11:18 GMT+05:30",Google Search,,2
"IEEE XPLORE10 Sept 2025, 18:26:34 GMT+05:30",Google Search,,2
"VTOOL10 Sept 2025, 18:16:22 GMT+05:30",Google Search,,2
"IEEE FULL FORM10 Sept 2025, 17:52:08 GMT+05:30",Google Search,,2
"24 hrs time10 Sept 2025, 13:16:11 GMT+05:30",Google Search,,2
"nerwada10 Sept 2025, 11:41:17 GMT+05:30",Google Search,,2
"vtools9 Sept 2025, 21:27:34 GMT+05:30",Google Search,,2
"spin the wheel9 Sept 2025, 17:32:27 GMT+05:30",Google Search,,2
"skill india9 Sept 2025, 11:39:05 GMT+05:30",Google Search,,2
"it ieee logo images9 Sept 2025, 07:02:46 GMT+05:30",Google Search,,2
"whitefield to marathahalli distance8 Sept 2025, 15:23:16 GMT+05:30",Google Search,,2
"bolt ai6 Sept 2025, 18:44:44 GMT+05:30",Google Search,,0
"weather6 Sept 2025, 17:26:09 GMT+05:30",Google Search,,2
"foss united 20254 Sept 2025, 09:13:03 GMT+05:30",Google Search,,2
"vvit college syllabus btech in andhra pradesh2 Sept 2025, 21:13:00 GMT+05:30",Google Search,,0
"schrodinger wave function definition31 Aug 2025, 22:03:30 GMT+05:30",Google Search,,2
"wave function definition31 Aug 2025, 22:02:31 GMT+05:30",Google Search,,2
"can fast be done on miladun nabi31 Aug 2025, 17:30:16 GMT+05:30",Google Search,,2
"GitHub, GitLab - SVN(Subversion27 Aug 2025, 21:25:56 GMT+05:30",Google Search,,0
"software engineering27 Aug 2025, 09:50:00 GMT+05:30",Google Search,,0
"definition of machine learning23 Aug 2025, 21:48:57 GMT+05:30",Google Search,,2
"what is machine learning23 Aug 2025, 21:48:44 GMT+05:30",Google Search,,2
"c online compiler21 Aug 2025, 21:47:35 GMT+05:30",Google Search,,2
"it logo ieee21 Aug 2025, 10:48:43 GMT+05:30",Google Search,,2
"it logo21 Aug 2025, 10:48:30 GMT+05:30",Google Search,,2
"convert in to doc18 Aug 2025, 11:14:02 GMT+05:30",Google Search,,2
"merge pdf18 Aug 2025, 11:13:58 GMT+05:30",Google Search,,2
"ieee motive for it society18 Aug 2025, 10:29:45 GMT+05:30",Google Search,,2
"ieee logo it18 Aug 2025, 10:23:25 GMT+05:30",Google Search,,2
"ieee logo18 Aug 2025, 10:23:12 GMT+05:30",Google Search,,2
"esp32 diagram17 Aug 2025, 20:23:14 GMT+05:30",Google Search,,2
"veggies names16 Aug 2025, 19:24:13 GMT+05:30",Google Search,,2
"indra pasta hotel in nandyal16 Aug 2025, 15:03:32 GMT+05:30",Google Search,,2
"convert in doc file16 Aug 2025, 08:10:40 GMT+05:30",Google Search,,2
"brightsight eye drops14 Aug 2025, 18:50:43 GMT+05:30",Google Search,,2
"bouquet for faculty13 Aug 2025, 10:42:42 GMT+05:30",Google Search,,2
"hundi12 Aug 2025, 23:26:53 GMT+05:30",Google Search,,2
"gfg aptitude questions and answers12 Aug 2025, 17:27:01 GMT+05:30",Google Search,,2
"google arcade11 Aug 2025, 21:26:42 GMT+05:30",Google Search,,2
"gfg day problem11 Aug 2025, 18:38:35 GMT+05:30",Google Search,,2
"uipath academy11 Aug 2025, 17:53:04 GMT+05:30",Google Search,,2
"study tool with w11 Aug 2025, 16:09:47 GMT+05:30",Google Search,,2
"tool with w11 Aug 2025, 16:08:03 GMT+05:30",Google Search,,2
"w with tools11 Aug 2025, 16:06:57 GMT+05:30",Google Search,,2
"tools for w for grafana11 Aug 2025, 16:06:34 GMT+05:30",Google Search,,2
"http://<EC2-IP>:8000/metrics11 Aug 2025, 14:46:11 GMT+05:30",Google Search,,2
"how to connect lan11 Aug 2025, 14:33:18 GMT+05:30",Google Search,,2
"how to connect lab11 Aug 2025, 14:33:12 GMT+05:30",Google Search,,2
"git download amazon linux11 Aug 2025, 12:44:41 GMT+05:30",Google Search,,2
"git download aws linux11 Aug 2025, 12:44:02 GMT+05:30",Google Search,,0
"grafana dashboard11 Aug 2025, 12:29:11 GMT+05:30",Google Search,,2
"prometheus ui login11 Aug 2025, 12:28:42 GMT+05:30",Google Search,,2
"prometheus ui11 Aug 2025, 12:28:02 GMT+05:30",Google Search,,2
"grafana11 Aug 2025, 12:21:32 GMT+05:30",Google Search,,2
"grafana ui11 Aug 2025, 12:11:55 GMT+05:30",Google Search,,2
"grafana server images with tsdb and servers , retrieval11 Aug 2025, 11:57:37 GMT+05:30",Google Search,,2
"grafana servers images11 Aug 2025, 11:56:17 GMT+05:30",Google Search,,2
"aws console11 Aug 2025, 09:55:46 GMT+05:30",Google Search,,0
"gfg day problem11 Aug 2025, 09:13:06 GMT+05:30",Google Search,,2
"parallel connection10 Aug 2025, 22:32:56 GMT+05:30",Google Search,,2
"series connection10 Aug 2025, 22:26:15 GMT+05:30",Google Search,,2
"thinkering cad10 Aug 2025, 22:21:02 GMT+05:30",Google Search,,2
"drive10 Aug 2025, 15:56:18 GMT+05:30",Google Search,,2
"mustang10 Aug 2025, 14:26:45 GMT+05:30",Google Search,,2
"google arcade10 Aug 2025, 10:59:28 GMT+05:30",Google Search,,2
"nandyal pincode9 Aug 2025, 22:28:47 GMT+05:30",Google Search,,0
"arcade9 Aug 2025, 21:37:16 GMT+05:30",Google Search,,2
"google arcade9 Aug 2025, 21:34:29 GMT+05:30",Google Search,,2
"gfg aptitude questions and answers9 Aug 2025, 11:52:21 GMT+05:30",Google Search,,2
"will the whatsapp video call be leaked9 Aug 2025, 10:05:34 GMT+05:30",Google Search,,1
"will the whatsapp video call be recorded9 Aug 2025, 10:05:15 GMT+05:30",Google Search,,1
"instagram profile for girls9 Aug 2025, 08:56:47 GMT+05:30",Google Search,,2
"gfg day problem9 Aug 2025, 08:21:59 GMT+05:30",Google Search,,2
"gfg day problem8 Aug 2025, 21:02:27 GMT+05:30",Google Search,,2
"aws skill builder login8 Aug 2025, 18:31:26 GMT+05:30",Google Search,,0
"aws account8 Aug 2025, 18:30:44 GMT+05:30",Google Search,,0
"amrutha gadiyalu today evening8 Aug 2025, 18:28:50 GMT+05:30",Google Search,,2
"amrutha gadiyalu today8 Aug 2025, 18:28:39 GMT+05:30",Google Search,,2
"gfg day problem7 Aug 2025, 17:38:11 GMT+05:30",Google Search,,2
"google forms6 Aug 2025, 19:19:10 GMT+05:30",Google Search,,2
"drive6 Aug 2025, 19:17:09 GMT+05:30",Google Search,,2
"gfg day problem6 Aug 2025, 18:20:01 GMT+05:30",Google Search,,2
"gtfg6 Aug 2025, 18:19:52 GMT+05:30",Google Search,,2
"skill boost account6 Aug 2025, 18:15:47 GMT+05:30",Google Search,,2
"cloud booster6 Aug 2025, 18:14:29 GMT+05:30",Google Search,,2
"gfg aptitude questions and answers6 Aug 2025, 07:20:43 GMT+05:30",Google Search,,2
"gmail5 Aug 2025, 19:12:52 GMT+05:30",Google Search,,0
"blazers photo shoot for women5 Aug 2025, 14:03:38 GMT+05:30",Google Search,,2
"how to ldpg recruitment a data science company5 Aug 2025, 11:34:44 GMT+05:30",Google Search,,0
"how to lpg recruitment5 Aug 2025, 11:34:11 GMT+05:30",Google Search,,2
"data science full course  with hands on5 Aug 2025, 11:29:35 GMT+05:30",Google Search,,0
"data science full course gfg5 Aug 2025, 11:28:08 GMT+05:30",Google Search,,0
"data science full course5 Aug 2025, 11:28:01 GMT+05:30",Google Search,,0
"suggest top understanding channels to learn the data science course from scratch5 Aug 2025, 11:22:19 GMT+05:30",Google Search,,0
"naive bayes5 Aug 2025, 11:14:44 GMT+05:30",Google Search,,0
"gfg day problem5 Aug 2025, 11:02:08 GMT+05:30",Google Search,,2
"gfg day problem5 Aug 2025, 09:58:00 GMT+05:30",Google Search,,2
"ieee it society logo5 Aug 2025, 09:38:03 GMT+05:30",Google Search,,2
"ieee login5 Aug 2025, 09:25:41 GMT+05:30",Google Search,,2
"aptitude questions and answers5 Aug 2025, 08:08:36 GMT+05:30",Google Search,,2
"nandyal pincode4 Aug 2025, 23:27:04 GMT+05:30",Google Search,,0
"brightsight eye drops4 Aug 2025, 23:22:25 GMT+05:30",Google Search,,2
"gfg day problem4 Aug 2025, 10:25:01 GMT+05:30",Google Search,,2
"tinkering lab traffic light4 Aug 2025, 10:03:22 GMT+05:30",Google Search,,2
"html gfg4 Aug 2025, 09:09:04 GMT+05:30",Google Search,,2
"what is prepinsta4 Aug 2025, 08:33:52 GMT+05:30",Google Search,,2
"github.com narepraveenkumar073 Aug 2025, 20:34:30 GMT+05:30",Google Search,,0
"block block ai3 Aug 2025, 16:19:16 GMT+05:30",Google Search,,0
"different types of ais3 Aug 2025, 16:18:35 GMT+05:30",Google Search,,0
"cloud .ai3 Aug 2025, 11:22:31 GMT+05:30",Google Search,,0
"power bi3 Aug 2025, 11:13:21 GMT+05:30",Google Search,,2
"power bi desktop download3 Aug 2025, 11:13:07 GMT+05:30",Google Search,,2
"power bi images3 Aug 2025, 11:12:47 GMT+05:30",Google Search,,2
"gfg power bi3 Aug 2025, 11:10:54 GMT+05:30",Google Search,,2
"pgfg power bi3 Aug 2025, 11:10:45 GMT+05:30",Google Search,,2
"gfg day problem3 Aug 2025, 10:36:24 GMT+05:30",Google Search,,2
"gfg day problem3 Aug 2025, 10:02:15 GMT+05:30",Google Search,,2
"what is ldpg company3 Aug 2025, 09:03:38 GMT+05:30",Google Search,,2
"what is ldpg3 Aug 2025, 09:03:33 GMT+05:30",Google Search,,2
"gfg day problem2 Aug 2025, 19:17:31 GMT+05:30",Google Search,,2
"35 movie bappam2 Aug 2025, 13:38:33 GMT+05:30",Google Search,,1
"35 movie2 Aug 2025, 13:38:29 GMT+05:30",Google Search,,1
"ibomma telugu movies new 20252 Aug 2025, 13:37:47 GMT+05:30",Google Search,,1
"to become a data scientist what the languages to be learned1 Aug 2025, 22:00:24 GMT+05:30",Google Search,,0
"160 days gfg1 Aug 2025, 21:10:41 GMT+05:30",Google Search,,2
"gfg day problem1 Aug 2025, 21:08:10 GMT+05:30",Google Search,,2
"power bi images1 Aug 2025, 21:02:05 GMT+05:30",Google Search,,2
"aws console1 Aug 2025, 18:41:51 GMT+05:30",Google Search,,0
"aptitude questions and answers1 Aug 2025, 18:01:45 GMT+05:30",Google Search,,2
"gfg day problem1 Aug 2025, 17:40:33 GMT+05:30",Google Search,,2
"gfg day of the problem1 Aug 2025, 15:19:04 GMT+05:30",Google Search,,2
"list of entrepreneurs in india1 Aug 2025, 09:20:34 GMT+05:30",Google Search,,2
"company ibm who established1 Aug 2025, 09:17:55 GMT+05:30",Google Search,,2
"company obm who established1 Aug 2025, 09:17:49 GMT+05:30",Google Search,,2
"notebooklm31 Jul 2025, 21:37:38 GMT+05:30",Google Search,,2
"rgm link31 Jul 2025, 21:28:45 GMT+05:30",Google Search,,2
"froala31 Jul 2025, 21:04:24 GMT+05:30",Google Search,,2
"pdf to doc31 Jul 2025, 19:11:41 GMT+05:30",Google Search,,2
"convert pdf into doc31 Jul 2025, 19:08:21 GMT+05:30",Google Search,,2
"my aadhaar validity status31 Jul 2025, 18:42:03 GMT+05:30",Google Search,,2
"geeks for geeks daily problem31 Jul 2025, 18:37:37 GMT+05:30",Google Search,,0
"convert pdf into doc31 Jul 2025, 15:16:08 GMT+05:30",Google Search,,2
"gfg print in snake pattern31 Jul 2025, 14:47:38 GMT+05:30",Google Search,,2
"gfg day problem30 Jul 2025, 19:03:15 GMT+05:30",Google Search,,2
"ifsc code of union bank of india30 Jul 2025, 18:22:03 GMT+05:30",Google Search,,0
"check aadhaar validity30 Jul 2025, 12:05:42 GMT+05:30",Google Search,,2
"aadhar phone number link30 Jul 2025, 11:36:16 GMT+05:30",Google Search,,2
"what is scope of the project30 Jul 2025, 09:34:19 GMT+05:30",Google Search,,2
"what is scope30 Jul 2025, 09:34:03 GMT+05:30",Google Search,,2
"ieee full form30 Jul 2025, 09:16:17 GMT+05:30",Google Search,,2
"convert into 900kb image30 Jul 2025, 06:57:45 GMT+05:30",Google Search,,2
"convert into 1mb pdf online30 Jul 2025, 06:57:31 GMT+05:30",Google Search,,2
"gfg day problem29 Jul 2025, 21:17:11 GMT+05:30",Google Search,,2
"4229 Jul 2025, 20:33:37 GMT+05:30",Google Search,,2
"Convert into 1mb pdf online29 Jul 2025, 20:29:35 GMT+05:30",Google Search,,2
"convert into 1mb pdf29 Jul 2025, 20:27:18 GMT+05:30",Google Search,,2
"rgm website29 Jul 2025, 20:24:40 GMT+05:30",Google Search,,2
"nptel iot payment29 Jul 2025, 15:35:15 GMT+05:30",Google Search,,2
"gfg day problem29 Jul 2025, 07:57:24 GMT+05:30",Google Search,,2
"gfg aptitude questions and answers28 Jul 2025, 21:30:41 GMT+05:30",Google Search,,2
"gdb online compiler28 Jul 2025, 21:23:40 GMT+05:30",Google Search,,2
"geeks for geeks aptitude and question28 Jul 2025, 20:56:30 GMT+05:30",Google Search,,2
"gfg day problem28 Jul 2025, 19:01:59 GMT+05:30",Google Search,,2
"gfg day problem28 Jul 2025, 18:00:52 GMT+05:30",Google Search,,2
"nandyal pincode28 Jul 2025, 12:57:45 GMT+05:30",Google Search,,0
"gfg day problem27 Jul 2025, 20:31:23 GMT+05:30",Google Search,,2
"cloud engineer GitHub profiles27 Jul 2025, 15:53:18 GMT+05:30",Google Search,,0
"roadmap of data analyst27 Jul 2025, 00:24:55 GMT+05:30",Google Search,,0
"gfg day problem26 Jul 2025, 22:59:35 GMT+05:30",Google Search,,2
"convert pdf into doc26 Jul 2025, 21:11:13 GMT+05:30",Google Search,,2
"convert pdf into doc26 Jul 2025, 18:43:55 GMT+05:30",Google Search,,2
"ieee collabratec26 Jul 2025, 12:02:22 GMT+05:30",Google Search,,2
"ieee26 Jul 2025, 11:57:12 GMT+05:30",Google Search,,2
"mongo shell26 Jul 2025, 09:37:48 GMT+05:30",Google Search,,2
"geeksforgeeks swags25 Jul 2025, 19:22:55 GMT+05:30",Google Search,,2
"geeksforgeeks25 Jul 2025, 19:22:26 GMT+05:30",Google Search,,2
"30 days dsa bootcamp unstop25 Jul 2025, 19:20:03 GMT+05:30",Google Search,,2
"unstop 30 days dsa bootcamp25 Jul 2025, 19:17:24 GMT+05:30",Google Search,,2
"what to be pushed in the github for cloud engineering25 Jul 2025, 18:22:48 GMT+05:30",Google Search,,0
"what the requirements to be pushed in the github for cloud engineering25 Jul 2025, 18:20:44 GMT+05:30",Google Search,,0
"to become a cloud engineer what to do and what to do learn25 Jul 2025, 18:15:17 GMT+05:30",Google Search,,2
"to become a cloud engineer what to do25 Jul 2025, 15:18:53 GMT+05:30",Google Search,,2
"convert ppt into pdf24 Jul 2025, 22:56:09 GMT+05:30",Google Search,,2
"convert image into doc24 Jul 2025, 21:38:38 GMT+05:30",Google Search,,2
"c online gdb24 Jul 2025, 20:34:36 GMT+05:30",Google Search,,2
"ieee paper on smart queue24 Jul 2025, 20:13:11 GMT+05:30",Google Search,,2
"uipath academy23 Jul 2025, 14:58:45 GMT+05:30",Google Search,,2
"TensorFlow23 Jul 2025, 14:03:28 GMT+05:30",Google Search,,2
"gfg aptitude questions and answers23 Jul 2025, 07:36:13 GMT+05:30",Google Search,,2
"uipath academy22 Jul 2025, 22:14:23 GMT+05:30",Google Search,,2
"c online compiler22 Jul 2025, 21:40:37 GMT+05:30",Google Search,,2
"gfg aptitude syllabus22 Jul 2025, 17:35:26 GMT+05:30",Google Search,,2
"smart queue project have any research to reduce the queue it needed22 Jul 2025, 15:42:28 GMT+05:30",Google Search,,2
"smart queue project have any research to reduce the queue it needed22 Jul 2025, 15:41:47 GMT+05:30",Google Search,,2
"smart queue project have any research22 Jul 2025, 15:39:00 GMT+05:30",Google Search,,2
"what is mean by virtual and hybrid22 Jul 2025, 07:56:44 GMT+05:30",Google Search,,2
"what are the skills to be known for data science22 Jul 2025, 07:40:30 GMT+05:30",Google Search,,0
"sabudana19 Jul 2025, 12:41:52 GMT+05:30",Google Search,,2
"byte heart internship17 Jul 2025, 15:32:48 GMT+05:30",Google Search,,2
"dus bahane remix16 Jul 2025, 09:17:00 GMT+05:30",Google Search,,2
"lakshmi shobhane lyrics in kannada pdf download16 Jul 2025, 09:16:39 GMT+05:30",Google Search,,2
"shobhane song16 Jul 2025, 09:16:27 GMT+05:30",Google Search,,1
"nandyal to guntakal distance15 Jul 2025, 22:34:27 GMT+05:30",Google Search,,2
"kvr hospital photos15 Jul 2025, 09:19:02 GMT+05:30",Google Search,,2
"kvr hospital nandyala15 Jul 2025, 09:18:37 GMT+05:30",Google Search,,2
"Shikhar hospital in Nandyal15 Jul 2025, 09:18:01 GMT+05:30",Google Search,,2
"byte heart internship14 Jul 2025, 16:41:31 GMT+05:30",Google Search,,2
"byte heart internship14 Jul 2025, 15:14:31 GMT+05:30",Google Search,,2
"w3schools html12 Jul 2025, 15:33:46 GMT+05:30",Google Search,,2
"geeks for geeks html12 Jul 2025, 15:32:47 GMT+05:30",Google Search,,2
"coffee day owner11 Jul 2025, 09:26:24 GMT+05:30",Google Search,,2
"weather11 Jul 2025, 07:58:59 GMT+05:30",Google Search,,2
"w3schools html10 Jul 2025, 18:59:18 GMT+05:30",Google Search,,2
"problems on ages10 Jul 2025, 17:43:45 GMT+05:30",Google Search,,2
"w3schools html9 Jul 2025, 22:00:28 GMT+05:30",Google Search,,2
"belongs9 Jul 2025, 19:49:20 GMT+05:30",Google Search,,2
"nptel8 Jul 2025, 22:03:25 GMT+05:30",Google Search,,2
"age aptitude8 Jul 2025, 18:00:22 GMT+05:30",Google Search,,2
"age aptitude8 Jul 2025, 15:21:00 GMT+05:30",Google Search,,2
"w3 school snart queue projects7 Jul 2025, 00:24:26 GMT+05:30",Google Search,,2
"smart queue app6 Jul 2025, 21:08:31 GMT+05:30",Google Search,,2
"geek for geeks project smart queue6 Jul 2025, 21:08:07 GMT+05:30",Google Search,,2
"geek for geeks6 Jul 2025, 21:07:14 GMT+05:30",Google Search,,2
"geeks for geeks html6 Jul 2025, 21:06:11 GMT+05:30",Google Search,,2
"html6 Jul 2025, 20:46:51 GMT+05:30",Google Search,,2
"11 movie hero6 Jul 2025, 18:34:42 GMT+05:30",Google Search,,1
"ui /ux full course intellipaat6 Jul 2025, 17:39:47 GMT+05:30",Google Search,,0
"ahobilam to nandyal  annadanam center6 Jul 2025, 16:34:48 GMT+05:30",Google Search,,2
"ahobilam to rgm college distance between that annadanam center6 Jul 2025, 16:34:20 GMT+05:30",Google Search,,2
"ahobilam to rgm college distance6 Jul 2025, 16:33:39 GMT+05:30",Google Search,,2
